,Leaf1,Leaf10,Leaf11,Leaf126,Leaf127,Leaf129,Leaf13,Leaf130,Leaf131,Leaf132,Leaf137,Leaf139,Leaf141,Leaf145,Leaf148,Leaf15,Leaf151,Leaf154,Leaf155,Leaf159,Leaf16,Leaf160,Leaf161,Leaf164,Leaf167,Leaf168,Leaf17,Leaf170,Leaf171,Leaf172,Leaf176,Leaf177,Leaf179,Leaf180,Leaf182,Leaf183,Leaf185,Leaf186,Leaf187,Leaf189,Leaf191,Leaf194,Leaf196,Leaf198,Leaf2,Leaf20,Leaf201,Leaf202,Leaf203,Leaf205,Leaf208,Leaf21,Leaf210,Leaf216,Leaf22,Leaf220,Leaf222,Leaf225,Leaf226,Leaf23,Leaf230,Leaf231,Leaf233,Leaf234,Leaf24,Leaf242,Leaf244,Leaf245,Leaf247,Leaf248,Leaf25,Leaf250,Leaf254,Leaf257,Leaf258,Leaf26,Leaf261,Leaf262,Leaf263,Leaf264,Leaf265,Leaf267,Leaf272,Leaf274,Leaf278,Leaf28,Leaf280,Leaf283,Leaf285,Leaf288,Leaf289,Leaf29,Leaf291,Leaf294,Leaf296,Leaf299,Leaf3,Leaf30,Leaf304,Leaf306,Leaf307,Leaf311,Leaf313,Leaf314,Leaf32,Leaf320,Leaf321,Leaf324,Leaf325,Leaf326,Leaf33,Leaf334,Leaf335,Leaf336,Leaf337,Leaf339,Leaf34,Leaf341,Leaf343,Leaf344,Leaf347,Leaf350,Leaf351,Leaf354,Leaf357,Leaf359,Leaf363,Leaf369,Leaf37,Leaf371,Leaf374,Leaf38,Leaf380,Leaf383,Leaf384,Leaf386,Leaf391,Leaf394,Leaf395,Leaf396,Leaf4,Leaf400,Leaf401,Leaf404,Leaf405,Leaf406,Leaf407,Leaf41,Leaf412,Leaf415,Leaf42,Leaf420,Leaf427,Leaf434,Leaf436,Leaf44,Leaf443,Leaf446,Leaf453,Leaf454,Leaf460,Leaf48,Leaf49,Leaf5,Leaf50,Leaf51,Leaf53,Leaf58,Leaf59,Leaf61,Leaf62,Leaf64,Leaf67,Leaf68,Leaf69,Leaf7,Leaf70,Leaf72,Leaf73,Leaf75,Leaf76,Leaf78,Leaf8,Leaf82,Leaf83,Leaf84,Leaf9,Leaf98
Leaf304,-4.467219118,-5,-1.422793892,1.845176875,-4.060057455,-3.238310522,-5,-1.998157858,-2.881806018,-3.407113034,-5,-2.926432321,0.213112834,-2.350213212,-2.782008152,-3.274050832,-3.252495298,-5,-4.226492804,-4.502221253,-2.58927723,1.243581963,-4.501422468,-5,-5,-3.773522506,1.526172229,-4.168732683,-3.908919785,-1.249993505,-0.064538617,-3.932301684,1.061250752,-0.297584293,-2.488499612,-4.334722773,-0.174328992,-0.134381354,-5,-4.425062067,-3.775703098,-4.113876128,-5,-3.997862609,-3.628855834,1.600995715,-0.014256928,-2.313424733,-2.455157327,-3.04337011,-4.205732366,-5,-1.480057409,-3.123372692,1.675478723,-0.470225864,-4.20931722,-3.477987324,-1.440397463,1.205607808,-3.553484415,-0.026838897,-5,-0.043349607,1.354373711,-1.899271308,-3.359640841,-3.337278857,-4.251883274,-3.431053026,-3.452456197,-3.59984179,-4.375934352,-5,-3.350673987,-5,-0.721597352,1.826989612,-0.986547628,-3.397571957,1.188749716,-3.985399671,-3.051816476,-3.941103719,-5,-3.601629493,-2.862631173,-3.826695003,-3.784386204,-2.002801208,-2.80593858,-3.790719423,-2.835436097,-0.114178666,-3.381536423,-3.44777173,-4.294913101,1.452942799,NaN,-4.115629035,-5,-3.653587462,-0.035163588,-5,-2.844221487,-4.987654697,-3.346658507,-3.968292468,-2.77115349,-0.055170628,1.391309328,-3.190146498,-5,-4.628340702,-1.175853608,-3.905792949,-0.328886589,-3.119721148,-3.969276394,-2.850277119,-0.022183938,-0.096065358,-3.271978169,-2.971445209,-3.039524659,-5,-3.640750504,-3.391875543,-2.912115427,-3.332952273,-5,-3.429309687,-1.791304671,-5,-5,1.03053407,1.455711278,-1.672525848,-4.571391133,-3.338979285,1.689718858,-3.084192304,-3.293810127,-5,-0.950276326,-3.639251786,-3.775439024,-0.09256525,-2.677484673,-4.960091074,-4.469703129,-2.879734072,-4.302893939,-5,-2.988107686,-4.573389159,-4.169009296,-2.703846403,-3.886615451,-5,-5,-3.381793701,-0.083488522,-3.852641618,-2.820174759,-0.639356744,-4.065896061,-3.680939031,-3.489797533,-3.715498369,1.359732626,-5,1.259495547,-4.549974917,0.104887345,-3.432144719,-0.356227069,-0.26590561,1.38642895,-5,-5,-4.044695934,-3.039934398,-2.101316757,-5,-3.473026267,-3.939269138,-3.24129839
Leaf306,-0.213315735,0.00251194,0.035303236,0.177808865,0.194784644,-1.866972953,0.194784645,-5,-0.808858583,-0.225969187,0.184807926,0.100880488,0.019945188,0.010312725,0.118930366,-2.237918283,0.017203588,-5,-1.46397179,-1.513261125,0.035343177,0.118652039,-1.513261125,-5,-1.448064916,0.018858655,0.03030716,-5,0.04126238,0.177743364,-0.328858008,-1.484308542,0.041366417,-0.262874701,0.093052093,-5,0.009555817,-0.109339538,-5,0.065127355,-1.129555652,-0.350575279,0.077166756,0.030048101,0.077400514,0.035384218,-0.166830417,-1.292068842,0.015602206,0.030118462,0.046681573,0.035267639,-0.167349807,-5,0.002528394,0.062465881,-0.830500433,0.134586555,-0.819086869,0.002429799,-5,0.065521973,0.137902427,-5,-0.880513915,0.034588566,-0.028274453,0.100641736,0.128290542,0.103542945,0.009739155,0.051875188,-5,-0.534485912,0.133654838,-1.160427999,0.199464967,0.19223909,-5,0.095300483,0.343399143,0.133859297,0.100232704,0.203769249,0.042903437,0.028692191,-0.003612844,0.033152136,0.098827711,0.118243601,-0.013094487,0.035378199,0.03288836,0.074881472,0.075167389,0.069643967,-0.293606809,-0.819028251,0.078988066,NaN,0.072678187,-1.666241935,-0.155715066,0.132602757,0.035253929,-0.687009442,-0.275165122,-1.513261125,-0.112990138,-5,0.035298166,-0.062051529,-0.001810841,0.14106476,0.242441572,-0.640674212,-0.279406505,-1.513261125,0.040722151,-0.017960014,0.085848524,-5,0.017579492,-1.294780768,0.029581569,-5,-0.001493347,0.021496313,0.002471354,0.227287882,0.148056018,-0.011223907,-5,-1.586471538,-1.513261125,0.145930815,0.234424979,-0.104167652,-0.757292884,-1.28003471,-5,0.055668668,-1.410643056,-5,-0.371412481,-0.129116541,0.029371359,-0.08087393,0.010678974,-1.579541584,0.041370785,0.111954326,-2.020624631,-1.334227603,-0.770019254,-1.579483422,-1.933014378,-5,0.188228625,-0.134495378,-1.888551343,0.377144731,-5,0.007441117,-1.379091069,0.160772988,-1.319671192,-0.494516322,0.360254779,-1.513261123,0.002483372,0.109169312,-0.004004403,-2.620112151,0.263694627,0.105275259,0.046806245,0.12108796,0.318702742,-0.518511339,0.329889649,0.29891524,-0.348983431,0.074356965,-1.387614224,0.339887675,0.018195305,-0.739101709
Leaf307,-5,-5,0.723966449,0.957440564,-5,-5,-3.455989462,-5,-5,-5,-5,-5,0.497416129,-2.826797819,-3.158765663,-0.290705732,-5,-5,-3.640462821,-5,0.103964636,0.665424872,-5,-5,-3.454438023,0.022635124,0.741712661,-0.022438023,-5,0.210400206,0.044932907,-5,0.667068194,-0.225672327,-1.399349618,-5,-5,0.201243258,-5,-5,-3.612669697,-5,-5,-5,-0.464816034,0.720181135,-0.127446582,-1.775864647,-1.497479474,-0.169851514,-0.255407896,0.772227934,-5,-5,0.751248761,-0.156572121,-0.101798223,-5,0.733518581,0.663052171,-0.33234631,0.184211468,-5,-5,0.57085774,-0.156492156,-0.016958089,-5,-5,0.153500028,-5,-3.250747093,0.062353444,-2.339196679,-0.079715038,-3.999792249,0.248684416,0.548181395,0.165934964,-5,0.855026172,0.662973262,-5,0.769704892,-5,-0.495441459,-5,-5,-0.015149659,0.514217996,-3.043437403,-5,-0.082381153,-5,0.119300577,0.123692987,-5,0.673304793,-5,-5,NaN,-3.428669877,0.037648982,-5,-0.147790526,-2.896416993,-3.278387197,-5,-1.864126905,-5,0.754987244,-0.084870394,-5,-5,0.153825353,-5,-5,-3.170878253,-5,-1.486804959,-5,-5,0.187729205,-0.743305614,-0.793746967,-5,-1.650835465,-5,-5,-0.550006336,-0.717797012,-5,-5,-3.369521548,-5,0.683518938,0.84285933,-0.204656711,-4.632234452,-5,0.716921952,-0.030297149,-4.539533479,-5,-1.095507311,0.06457743,-5,-5,0.136323022,-5,-5,-0.82263154,-4.080628686,-5,-0.080461699,-5,-3.48896379,0.007866108,-4.224897656,-5,-4.228753571,-0.058545898,-5,-5,-5,0.058258451,-3.303204026,-5,-5,-5,0.687751412,-3.144059752,0.628060196,-2.230027759,-0.593870514,-0.865277545,-0.251851353,0.1557303,0.902568603,-0.444325262,0.900271361,0.926877091,0.144194032,0.174415394,-3.173984481,0.961270683,-5,-3.51123498
Leaf311,0.412236558,0.510630295,0.620469341,0.631545942,-5,-3.204278253,-4.789526432,0.102721065,-0.051157995,-1.094782634,0.562043074,0.071168231,0.578442025,-3.98706535,0.484948606,0.238875724,0.22475023,-5,-5,0.189780508,0.275020063,-5,0.56834513,-5,-5,0.177028239,0.187253389,-0.036522513,0.437827427,-5,0.418632416,-5,0.464782786,-0.765028024,-5,-5,-5,0.222263869,-5,-1.716601998,-1.824086149,0.556856713,-5,0.555898389,0.265280649,0.633087985,-0.765758353,-5,0.196735205,0.241966797,0.483395428,0.187253388,0.048640984,-5,0.625280816,0.163297933,0.480001408,0.187253388,0.187253388,0.595481499,0.2335006,0.035513932,0.467486274,-5,0.577313004,0.244349225,0.062807984,0.264400695,0.227350929,0.022029958,-5,0.245282639,-5,0.187253389,0.363033231,-1.290130408,0.118432049,0.539385421,-5,-5,0.757413074,0.187253389,0.292824928,-5,0.187253388,0.200943531,0.120471632,-5,0.367278069,0.562551063,0.187253388,0.561325668,0.187253389,-5,-5,0.05405525,-1.824115546,0.187253388,0.114656806,0.187253389,0.179624015,NaN,0.094675148,0.263446182,0.28963909,0.340872083,-0.345272456,-4.000463084,-4.92951843,0.167704664,0.609165365,-0.057058692,-5,-1.61292227,0.594039239,0.187253389,0.055279647,-5,0.446910403,-4.437974783,-5,-0.060810308,0.06049464,-5,0.485530775,-5,-1.698528228,0.244032453,0.577477263,0.19351163,0.152057354,-5,0.156868267,-3.409605023,-1.942909743,-2.802791454,0.567733265,-0.74195961,-2.193755095,-2.146779068,0.5832331,-0.702249064,-2.487399887,-5,-0.744640055,-5,-0.702041857,-5,0.140096307,-3.212915504,0.187253389,0.15095082,-3.886914337,-2.854298707,0.166097049,-3.120559162,-3.898897944,0.167877263,0.222456891,-3.698028944,-1.629467228,-5,-5,0.497375059,-0.119209203,0.026396897,-1.234379998,0.377673794,-5,0.187253388,0.581317139,-4.950026319,0.537499744,0.160559953,0.629243854,0.221915433,-5,-5,-0.222195721,0.158667111,-5,-5,0.059899206,0.126486366,-2.310904823,-5,0.597435183,-5
Leaf313,0,0,0,0,0,0,0,0.6329442,0,0,0,0,0,0,0,0,0,0,-0.845325386,0,0,0.088453865,0,0,-2.385327966,0,0,0,0,0,0,-2.830737776,0,-0.012802688,0.607043344,0,0,0,-5,0,0.088453865,0,-5,0,0.090416299,0,-0.010655575,0,0,0.088453865,0,0,0,0,0,0.607043344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607043344,0,0,0.088453865,0.088453865,0,0.088453865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373330731,NaN,0,0,0,-1.045075169,0,0,0,0,0,0,0,0,0,0,0,0.088453865,0,0,0,0,0,0,-5,0,0,0,0.088453865,0,0,0,-5,0,0,0,-0.011564527,0,0,0,0.6329442,0,-0.01687693,0,-0.710680445,0,0,0,0,0,0.090416299,-4.23612223,0,0,0,0,0,0,0,0.6329442,-4.380876079,0,0,0,0,-1.29834525,0,-2.945051953,0,0,0,0.607043344,-0.927655576,0,0,0.088453865,0,0.088453865,0,-5,-4.884343785,0,0,0,-4.925424074,0,0
Leaf314,-5,-0.01249211,0.194733675,-5,-1.313425426,-5,-5,-5,-0.01249211,-0.226806541,-5,-5,0.281363139,-0.175212112,0.217463225,-1.19627092,0.18506545,0.060738485,-1.846569834,-5,0.310475044,-5,-5,-5,-1.731393722,0.076194067,-0.678291755,-5,-0.01249211,0.215356695,-5,-5,-0.01249211,-0.245577874,-5,0.208297935,-5,0.228158583,-5,0.088281544,-5,-5,-5,0.027699399,-5,0.283789976,-0.099265583,-3.144578675,0.051666823,0.057570169,-2.724537277,-1.591055801,-0.561772055,-5,0.264165237,0.203482249,-5,-0.970281791,-0.585288026,0.223801375,-0.266608265,-5,-0.01249211,0.001635983,-0.707301973,0.052612347,0.018634774,0.114332995,-5,-5,0.208858462,0.028962288,0.073167616,-1.75462332,0.150714281,-0.274800506,0.206418459,-0.125280497,0.161093237,0.121174118,0.541979235,-5,0.106126595,-5,-0.567528843,-0.458675606,-5,0.041990596,-0.318502757,0.196974904,-0.180545755,-0.585097128,-0.185172019,-5,-5,-5,-0.465372064,-0.710125513,-5,-5,-5,-1.800616781,-0.108695657,NaN,-5,-0.816544745,0.159614084,-5,-0.169906328,-5,-5,-0.01249211,-5,-0.01249211,0.334020199,-0.308830957,-0.290181802,-2.814212725,-0.974764322,-4.320276357,0.211993233,-5,0.029090597,-1.264797878,0.027699399,-5,-0.480836337,-5,-0.01249211,0.247147973,-0.61729782,-5,-5,-5,-5,0.176247833,0.281866773,-0.218700799,-5,-5,0.092194448,-0.023894255,-5,-5,-0.986004684,0.085072923,-0.01249211,-5,-5,-5,0.04175533,0.101499087,-5,-5,0.032157582,-5,-5,0.125039287,-5,-5,-5,-5,-5,0.027699399,0.100261393,-5,-2.471828869,0.350859362,-5,-0.01249211,0.223529422,-5,0.227320977,-1.308250239,0.430967542,-5,-5,0.047372441,-0.42194122,-0.01249211,-5,-5,0.030000253,-5,-5,-5,-0.01249211,-2.28705737
Leaf32,-5,-0.188286373,0.681999959,-5,-4.87408301,-5,-5,-0.198646241,-5,-4.339656522,0.579156376,-0.524054207,0.579156367,-3.062383325,-1.368821524,0.07726636,0.226890929,0.421182172,-4.631171264,-3.972949927,-1.650145207,-5,-4.715814695,0.420438477,-4.667572145,-1.203936275,-0.694314767,-3.273036908,-5,0.320446233,-0.194795341,0.708606124,0.579156376,-0.08794696,-1.922397387,0.403823369,-5,0.3224604,-5,-3.463551127,0.579156378,-3.672207136,0.130063634,0.429901522,-2.850334001,-5,0.097972646,-5,-3.279921145,0.101471845,0.452865368,-2.193594624,-5,-0.674003515,-5,-2.83222031,-0.561247244,-5,-5,0.579156376,-3.609599486,-5,-4.879214377,-5,-5,-0.046192735,-0.194610038,-0.323969927,-0.593545177,-0.759537392,-0.47000152,-5,-0.582774622,0.579156376,0.07504574,-3.881551379,-5,-5,-5,-5,0.579156376,-5,-2.230729397,-5,-5,-5,0.01350259,-0.564224408,-0.327295805,-5,-4.05241311,0.707765197,-0.402406545,0.12012397,0.147999464,-0.864042046,-5,-5,0.540850356,-5,-0.568610957,-4.582917708,0.429062637,-5,NaN,-1.804895627,-4.439976771,-5,-5,0.436377829,0.579156376,-1.010829253,-5,-5,0.618009025,-0.479454759,-5,-5,0.65544992,-5,0.215175216,0.139834664,0.136563282,0.297423645,0.360086225,-5,-0.484470923,-5,-0.338069289,-0.500943456,-5,0.059882831,-5,-5,-5,0.322144884,1.047045169,-0.015501635,-5,-5,-2.060035859,-4.281505239,-3.903693828,-5,-0.519548112,-0.9150447,-1.067992509,-5,-5,-5,-0.686466829,-0.802055476,-5,-5,-5,-5,-5,0.062616392,-5,-5,-5,-5,0.242229921,-1.433336202,0.429875399,0.161625812,-2.999011065,-2.44155531,-5,-5,-0.188286373,-3.436166839,0.579156376,-5,0.579156376,-2.714378121,-3.652216987,0.304040435,-5,-2.172958258,-5,-5,-0.513546547,-2.054770002,0.52121912,-5,0.618819839,-3.737736133
Leaf320,-3.29565478,-3.112199927,0.428823995,0.370519838,-2.893527988,-0.518775408,-5,0.206230386,-2.298924173,-5,-5,-5,-5,-2.771152735,-3.8076959,0.062183505,-5,-5,-4.023323432,-5,0.370519838,-0.518775408,-5,-5,-3.990780401,-5,0.370519838,0.034613174,-0.371205773,0.126658356,-5,-5,0.409453005,-0.160588048,-5,0.181116203,-5,-0.088567244,-5,-0.234869827,-5,-5,0.121072707,-3.379938543,0.104057684,0.480279089,-0.023899319,0.390802366,-0.518775408,-1.828308003,-0.009252162,-0.08346194,-0.009643688,0.090383024,0.370519838,-0.049767076,0.093247061,-5,0.370519838,0.386888541,-3.255102603,-5,-3.683709337,-0.046316989,0.370519838,-2.054009715,0.014962392,0.05483953,-5,-5,-5,-6.97E-13,-0.009252162,-0.009252162,0.100913911,-4.274590765,0.131064495,0.286970904,0.097399918,0.069775002,-0.518775408,0.370519838,-5,-0.518775408,-3.707280088,-3.388942859,0.107584243,-5,0.175908994,0.271569409,-0.59687647,0.023831442,-1.373715417,0.016545778,-0.005711538,-0.014947757,-5,0.370519838,0.07702653,-0.518775408,-0.009252162,-3.832508055,-0.021381137,-0.518775408,0.370519838,NaN,-2.647806545,-5,-3.714703872,-0.074270485,0.457381235,-0.024671766,-5,-0.026320929,-0.255697477,-3.569690138,-5,-3.332667546,-3.313560604,-5,0.013034303,-5,0.010612147,-0.140981071,0.148255554,-5,-3.85305848,-5,-3.342624568,0.023306887,-3.552621478,0.02249898,-5,-5,-5,-0.381567695,0.687853474,-0.124420853,-5,-4.929197473,0.370519838,-0.06660173,-5,-5,-0.871718379,0.063447653,-3.349764892,-0.082846763,-5,-5,-3.284362078,-0.009252162,-0.518775408,-5,-0.128280713,-5,-0.518775408,-0.016492123,-3.646720719,-1.835967722,-0.982317676,-5,0.074821487,-2.985970003,-5,0.192049485,-0.266625517,-0.030382182,-5,0.370519838,0.370519838,-0.769366567,0.458181825,-0.195897042,-0.027232519,-5,0.045931232,-5,-0.518775408,-2.398109289,-0.518775408,-0.518775408,0.112468305,0.070494844,-1.777410863,-0.518775408,-0.193064238,-3.869448553
Leaf321,-2.900772039,-2.202769119,0.586704723,0.755888554,-1.120312314,-0.511124054,0.804180938,0.208661234,-0.511124054,-2.071957668,-2.920328793,0.065327769,0.623785932,-2.835822986,0.633755402,0.403402557,-0.035898058,-5,-1.859364885,-2.863223176,0.251325679,-0.511124054,-0.859364885,0.213100095,-2.007258211,0.064680117,0.585018831,-0.010147263,-2.860256693,-5,-0.704603116,-5,0.453169782,-0.32015615,0.084879172,0.258716322,-5,0.365126974,-5,-2.769932317,-3.140837576,0.287066319,-5,0.195598442,-0.1846006,0.635344457,-0.266329894,-1.859364885,-0.008948848,0.187898625,0.563920741,-0.348407068,0.024729066,0.081021426,0.614771412,-0.152210888,0.42406639,0.691655407,0.623318967,0.589566646,-0.111771574,0.002042551,-3.225010228,0.124835497,0.578810585,0.196731316,0.051828403,0.038893584,-5,0.033385754,0.002897195,-2.687719258,0.146108772,0.651544902,0.136129813,-0.563811756,-5,0.743082908,-5,0.075248779,0.773463897,-0.511124054,0.064720488,-0.511124054,-3.108985743,-0.333655851,-5,-5,0.185306578,0.534757542,-0.511124054,0.558710762,-0.444205912,0.00388538,-0.01231843,-0.001210218,-3.549745729,0.585010447,0.267220952,-1.626836127,0.059480373,-1.859364885,0.744383836,-2.679499341,0.259798498,0.208625021,NaN,-0.859364885,-0.859364885,0.240495586,0.60440248,-0.956128211,-5,-2.618876763,0.599062413,-0.005928806,0.092804485,-0.859364885,-2.501211118,-2.462833443,0.037722125,-5,0.150931616,-1.025300975,0.443483863,-5,0.486023601,0.08911184,-2.202769119,0.175970806,-2.73579172,-0.040729379,-0.050081998,-1.071920358,-2.016320056,0.550584774,0.777871245,0.430013531,-3.228648705,-0.713904775,0.574033592,-0.062371435,-4.469083036,-5,-0.697515139,0.062524148,-5,-5,-0.126118031,-0.309576053,0.401994534,0.142788,-1.183647027,0.445998823,0.109160027,0.385361604,-0.511124054,-0.561493499,0.403582869,-0.511124054,-0.511124054,-0.511124054,-5,-2.241235471,-0.944208122,0.084745004,-4.829843231,0.270623359,-0.511124054,-0.511124054,0.572574366,-1.578757625,0.563132946,-0.746879482,0.770258883,0.082538464,0.013765637,-5,-0.031277918,0.447314037,-0.511124054,-0.511124054,0.222593744,-2.591318301,-1.770856046,-0.511124054,0.602159382,-0.511124054
Leaf324,-5,0.501057229,0.513270166,0.609379538,0.214046105,0.321758094,0.562676479,-5,0.612892733,0.391476792,0.578990275,0.575206885,0.586246015,0.483420986,0.616675179,0.675276305,0.496654228,-5,0.148363295,0.46513521,0.568172017,0.308817248,0.543330103,-5,0.249652293,0.377520949,0.614473181,-5,-5,-5,0.578819031,-5,0.548824759,-0.019341846,0.058400538,-5,0.508449245,0.632043888,-5,0.570399235,0.085373424,-5,-5,0.524142761,0.292198601,0.53899692,-0.255216895,0.246547311,0.51117428,0.50709153,0.498326882,0.523808784,-5,0.533632744,0.508026628,0.132584029,-5,0.082961862,0.583933439,0.508091374,0.588575381,0.189267622,0.375116476,-5,0.504541014,0.503932918,-5,-5,0.087726965,0.531887448,-5,0.580875057,-5,0.615277368,-5,0.189267622,0.60648068,0.189267622,0.548263175,0.598014043,0.549256711,0.371221079,0.38256415,0.385886779,0.212654203,0.472166181,0.384398995,-5,0.593108598,0.536715475,0.395578364,0.563128141,-5,0.040964661,0.501254019,-5,-5,0.520827182,0.475954787,0.078212087,-5,0.615277368,0.287697207,-5,0.508018568,0.50374094,0.094385547,NaN,-5,-5,0.335248292,0.498220867,-5,0.526139172,0.627841514,0.594361768,0.615277368,0.587212069,0.500897768,-0.240095604,-5,0.079620892,-5,-0.302885428,0.217182641,-5,0.189267622,0.412414329,0.281132438,0.585818064,0.577483096,0.435661482,-5,-0.481426774,-0.648777643,0.530764436,0.627355865,-0.066111824,0.495772774,-0.732130922,0.5997636,-0.082662576,-1.569557427,0.475158486,-0.086625942,0.553248594,0.584520184,-5,-5,-0.645269594,0.615277368,0.549294641,-0.067730829,0.294167393,-5,0.105202183,-0.036458095,-5,0.593953522,-0.234483406,-0.485725057,0.512573475,0.380536272,0.497770166,0.611447244,0.631557167,-0.043861775,-0.311141191,0.615067943,0.539422862,0.508025644,-5,0.508211215,0.254370773,0.660571306,0.044311529,-5,-5,0.478357233,0.622395042,0.501481703,0.473432658,0.504387088,0.56348665,0.417900657,0.499575358,0.501121311,0.4134496
Leaf325,-2.106711863,0.488313384,-3.271106465,0.796769569,-1.544852679,-5,0.422620327,-5,-1.916153153,-1.308004254,-0.017994553,-5,0.114891557,-1.878842348,-0.160778438,0.709149296,0.015487519,-5,-4.607787297,-0.439365294,-5,-5,-0.244150032,-5,-4.520606182,-5,0.404038755,0.227636501,-2.290216308,0.269716653,0.234651407,-5,0.50964373,-0.122947131,-5,-5,-5,0.160192272,-5,-0.499979277,-5,-0.231840036,-5,0.463759774,0.246540299,0.488026041,0.021895722,-0.010201411,0.255772925,-5,0.435992367,0.531570486,-5,-5,0.593326669,-5,0.23305327,-2.765239583,-3.98249908,0.462415173,-5,-5,-1.86293055,0.026563295,0.455137429,-5,-0.235423692,0.053876326,0.298550245,0.115202775,0.200727009,-0.024070705,-5,-1.91983357,0.399959129,-0.711059111,-5,0.488313384,0.180279477,0.127948518,0.8917969,-5,-5,-5,-1.037507652,0.146297038,-5,-0.076626641,-5,0.611058748,-0.257081818,-2.763041378,-5,-5,0.051392032,0.126017498,-2.036248919,0.460890057,0.180199906,-2.756822139,-0.007903246,0.607455905,0.126695674,-2.420000172,-5,0.464826582,-0.365239452,-5,NaN,0.064504652,0.493149847,-0.119613846,-5,-1.511028849,-0.072698287,-2.863106713,-5,-0.160778438,-0.782170521,-4.211037945,-5,-5,-0.773859923,-0.100897132,-0.302385661,-5,-1.815186697,-5,0.447950267,-5,-2.807870158,-5,-5,-2.019321854,-4.10707496,0.614514126,0.694561401,-0.041753775,-2.17982776,-5,0.512888273,0.068312237,-5,-5,-0.939248626,-0.535655263,-2.447120209,-5,-5,-5,-1.878070815,-5,-0.160778438,-5,-5,-5,0.35223164,0.118827741,-2.980217448,-2.171073514,-2.638450419,-5,-5,0.403868475,0.131227431,-5,-0.051117619,0.676794091,-5,0.488313384,0.503552669,-0.612334074,0.542974183,0.555850743,0.577738277,0.3362377,-5,-5,0.078864274,0.43624518,-5,-5,0.164418739,-5,0.176830095,-5,-0.514500674,0.722730056
Leaf326,-5,-5,-5,2.255018374,-4.012289892,-4.155830576,-4.288419912,-0.22795859,-5,-5,-5,-0.959682545,1.52824064,-0.501162119,-3.728476406,-0.12007537,-5,-5,-2.781041545,-5,-2.746435433,1.447810124,-5,-0.14409433,-2.714208238,-1.335800824,1.783037315,-1.253811042,-5,-0.038072624,-0.481966988,-5,-5,-0.123705491,-0.340524036,-5,-0.138428009,-0.829426159,-5,-1.046887659,1.447810124,-5,-5,-5,-5,1.888002339,0.002822019,-2.651297635,-2.345306408,-1.751993823,-3.732830761,-5,-2.242246768,-5,2.051598349,-0.461376606,-5,-4.010179043,2.174842842,2.205930387,-2.175606545,-2.720804765,-5,-0.001211659,-5,1.111889674,-5,-5,-2.656756904,-5,-5,-1.634666989,-5,-5,-5,-5,-1.222742965,2.457131054,-0.653746483,-5,2.105474902,-3.782169196,-5,-3.815880744,-5,-2.900346549,-5,-5,-5,-5,-2.643903976,2.059424657,-2.002326601,-0.440783787,-5,-5,-5,2.435103444,-4.866133747,-5,-5,-2.727914775,0.016614781,-5,-1.866942115,-5,-2.767772879,-5,-2.247378201,NaN,1.752433339,-5,-0.155881763,-5,-5,-5,-0.07231606,-0.440196648,-5,-5,-0.162640686,-0.981442982,-5,-0.636553276,-3.486841295,-5,-2.827324566,-0.209350872,-5,-1.498989684,-5,-5,-0.489463523,-4.761250796,-4.353603694,-5,1.826216061,-0.079350062,-5,-4.074439222,2.5109844,-0.278861026,-2.617489229,-5,-0.415946618,-1.214035827,-5,-5,-5,-0.733305313,-5,-5,-4.760208596,-4.470079835,-2.413711365,-5,1.688013547,-0.667276155,2.257513265,1.447810124,-5,1.447810124,-1.222730025,-5,-5,0.158937263,-3.470241892,-2.809273089,-4.225722208,2.219368413,1.906388373,-5,1.899118216,-4.288419912,0.912708981,-5,-5,-5,-4.196375841,-1.31820799,1.447810124,1.447810124,-5,-1.050801888,-3.826005656,-4.288419912,-5,-0.927821773
