,Leaf1,Leaf10,Leaf11,Leaf126,Leaf127,Leaf129,Leaf13,Leaf130,Leaf131,Leaf132,Leaf137,Leaf139,Leaf141,Leaf145,Leaf148,Leaf15,Leaf151,Leaf154,Leaf155,Leaf159,Leaf16,Leaf160,Leaf161,Leaf164,Leaf167,Leaf168,Leaf17,Leaf170,Leaf171,Leaf172,Leaf176,Leaf177,Leaf179,Leaf180,Leaf182,Leaf183,Leaf185,Leaf186,Leaf187,Leaf189,Leaf191,Leaf194,Leaf196,Leaf198,Leaf2,Leaf20,Leaf201,Leaf202,Leaf203,Leaf205,Leaf208,Leaf21,Leaf210,Leaf216,Leaf22,Leaf220,Leaf222,Leaf225,Leaf226,Leaf23,Leaf230,Leaf231,Leaf233,Leaf234,Leaf24,Leaf242,Leaf244,Leaf245,Leaf247,Leaf248,Leaf25,Leaf250,Leaf254,Leaf257,Leaf258,Leaf26,Leaf261,Leaf262,Leaf263,Leaf264,Leaf265,Leaf267,Leaf272,Leaf274,Leaf278,Leaf28,Leaf280,Leaf283,Leaf285,Leaf288,Leaf289,Leaf29,Leaf291,Leaf294,Leaf296,Leaf299,Leaf3,Leaf30,Leaf304,Leaf306,Leaf307,Leaf311,Leaf313,Leaf314,Leaf32,Leaf320,Leaf321,Leaf324,Leaf325,Leaf326,Leaf33,Leaf334,Leaf335,Leaf336,Leaf337,Leaf339,Leaf34,Leaf341,Leaf343,Leaf344,Leaf347,Leaf350,Leaf351,Leaf354,Leaf357,Leaf359,Leaf363,Leaf369,Leaf37,Leaf371,Leaf374,Leaf38,Leaf380,Leaf383,Leaf384,Leaf386,Leaf391,Leaf394,Leaf395,Leaf396,Leaf4,Leaf400,Leaf401,Leaf404,Leaf405,Leaf406,Leaf407,Leaf41,Leaf412,Leaf415,Leaf42,Leaf420,Leaf427,Leaf434,Leaf436,Leaf44,Leaf443,Leaf446,Leaf453,Leaf454,Leaf460,Leaf48,Leaf49,Leaf5,Leaf50,Leaf51,Leaf53,Leaf58,Leaf59,Leaf61,Leaf62,Leaf64,Leaf67,Leaf68,Leaf69,Leaf7,Leaf70,Leaf72,Leaf73,Leaf75,Leaf76,Leaf78,Leaf8,Leaf82,Leaf83,Leaf84,Leaf9,Leaf98
Leaf222,-5,-0.139254095,0.472257846,0.900906779,-5,-0.139254095,-5,-5,-5,-5,-1.19941961,-0.021170855,0.442960425,-3.100342288,-5,-0.139254095,-0.112347538,-5,-2.825081164,-5,0.470384492,-0.139254095,-2.19469889,0.211813457,-2.630126349,-0.027001292,0.670016262,-0.013113285,-5,-5,0.237566818,-5,0.445033067,-0.220321514,-0.14646162,0.226393321,0.136399689,0.176772106,-5,-5,-0.345838169,-3.784483876,-5,-5,-0.139254095,0.575734393,0.589566512,-0.513938371,-0.866863682,-0.210656566,0.048028317,-0.139254095,0.039149376,-5,0.632161191,-0.016650457,NaN,-5,0.641563454,0.575515523,-0.896528645,-5,-5,-5,0.587514403,-0.284678833,0.008947808,0.097614297,0.158035374,0.032284571,-0.018665835,-5,-0.214377781,-2.494636455,-0.08399254,-5,0.189494027,0.621474181,0.142436673,-0.013027054,1.054794784,-0.139254095,0.098333321,-0.139254095,-5,-0.954874758,0.013096369,-0.042951051,-5,0.565175011,-3.139975862,-0.766955309,-0.266269874,0.148005827,-0.008969832,0.050861041,-5,0.60220212,0.240295682,-0.139254095,-2.023243336,-2.767628917,0.650151862,-5,0.231295953,-5,-1.561876585,-5,-3.004547325,-5,0.648497677,-0.045057465,-5,-5,-0.263338175,-5,-5,-3.227201784,-5,-3.662556233,-0.720065688,-5,0.092514403,-1.283158488,-5,-5,-5,0.048728754,-5,-0.500764241,-5,-5,0.156995152,-5,-5,0.744739169,0.967942561,0.013926345,-5,-5,0.432807575,-0.064963286,-5,-5,-0.89277368,-0.669396467,-5,-0.057157649,-0.088750838,-5,-5,-0.809994454,-2.7714029,-5,-1.689623536,-5,-0.139254095,-0.17832165,-2.028534195,0.105243377,-5,-5,-0.010151654,-5,-0.276965784,-2.012300013,-2.687483069,-5,-5,-0.139254095,0.569579774,-2.474148188,0.546893833,-1.344519969,0.939526114,-0.248193897,-0.662050612,0.200670301,0.34059204,-3.209652745,-0.139254095,-0.139254095,0.085168614,-1.626419785,-5,-0.139254095,-0.139254095,-2.802790038
Leaf225,-0.036578021,0.731404355,0.848441497,0.873765715,-0.036578022,-5,-5,0.295041354,0.893451608,0.662954309,0.118644109,0.676043572,-5,0.725945829,0.933803495,-1.163552584,-5,-5,-2.87227993,-0.067633145,1.009761001,-0.639632744,-0.036578021,-5,-2.782019525,-5,0.023850619,0.732776855,0.780220974,0.719319211,0.754443311,-5,-5,0.065805008,-1.078376452,0.844859066,-5,0.190517887,-5,0.881886954,-5,0.53047108,0.655007077,-5,-5,0.813973151,0.074477657,-2.986555115,0.786250107,-5,0.775027909,0.813989459,-5,-5,0.816461982,0.326735713,0.775416191,NaN,-0.035631141,0.815916033,0.852528983,0.736474975,0.448788741,-5,-0.163211388,-5,-5,-5,-5,0.713667382,-5,0.642475345,0.699456585,-0.897153529,-0.933804996,0.395079477,-5,0.506567915,0.821352676,0.829771703,0.710872505,0.296419287,-5,0.584284727,0.345410972,0.670585868,-5,-5,-5,0.855022017,0.273247153,0.174412795,0.430030174,-5,0.672851222,0.695208062,0.317868179,-0.163124707,0.685105433,-5,-5,-0.813673895,0.656817579,-0.036578021,-5,-5,-2.761465635,-5,0.61939796,0.766431107,0.584987043,-5,-5,-5,0.949344095,0.355075314,0.887279066,-2.875119008,-0.19196032,-1.924426991,0.675912869,-5,0.676319726,-2.105906428,0.333200538,-5,0.429151185,0.631941372,-5,0.897645733,-0.006040101,0.653952862,-5,-2.998894605,-5,0.895989528,0.937447073,0.058788519,-0.126534234,-4.000120658,0.911859596,-0.133119115,-5,-5,-0.314306089,-0.273551514,0.708062878,-5,-5,-1.295187445,0.781911986,0.910923179,-5,-1.986267681,-0.036578021,-1.375714909,-5,-5,0.137629545,-5,-5,0.146918301,-5,0.717810274,-0.480165365,-0.173842733,-2.177779181,-0.737796572,0.932310042,-0.036578021,0.81425838,-5,0.762887306,-1.534180197,0.949851089,0.112432524,0.074619441,-5,0.683398109,0.120238172,0.55541086,0.550904599,-0.474300634,0.877767349,-5,0.622497427,0.773009255,-2.749808354
Leaf226,-0.750676051,0.086723139,0.195339025,-0.123772624,-0.123772624,-1.810114152,-5,-0.141932329,-0.75067605,-2.175521312,-0.123772624,-0.750676051,-0.123772624,-1.462378129,0.387457962,-0.750676031,-0.750676051,-0.918013145,-4.354014255,-2.667111882,0.195339194,-0.750676051,-2.081550673,-0.918013145,-4.368659728,-5,0.134862926,-2.611119959,-0.123772624,0.387438715,0.192982848,-1.296538883,0.168751317,-0.157670634,-0.750676051,-0.959705325,-5,-1.535880638,-5,-3.096097819,-0.272136786,-0.393147389,-5,0.140033393,0.235915193,-0.272136786,-0.036439002,-3.851418555,0.159348464,0.140034058,0.133755778,-0.750676051,-5,-0.511279807,-0.750676051,-0.123772624,-2.842820388,-0.750676051,NaN,0.195339195,0.198972674,0.225655054,-0.750676051,0.150017157,-1.291009544,0.139480156,-0.846297939,-0.750676051,-0.750676051,-2.111822265,-0.272136786,-1.114854384,-5,-0.272136786,-0.750676051,0.36330658,0.380579767,-0.123772624,-5,0.128408567,-0.75067605,-0.750676051,-0.750676051,-0.750676051,-0.750676051,0.134217436,0.062443113,-2.357140433,-2.11517205,-0.123772624,-0.750676051,0.194379302,-0.272136786,-1.499266842,-2.165278405,-2.099939797,-0.750676051,-5,0.432047704,-0.750676051,-2.773700297,-1.271094104,0.104645817,-0.750676051,0.194112042,-2.342209809,-4.268402505,-5,0.141883881,-0.750821356,0.087764744,-0.123772624,-5,-0.123772624,0.509393648,0.186218563,0.287189625,-4.478950569,0.116573746,-5,-5,-0.324330152,0.212521068,-3.043713165,0.029403707,-5,0.151852165,-5,0.088574331,-1.913463711,-5,-5,-0.750676051,-5,-5,-0.228979935,-0.272136786,-0.074820488,-5,-5,-0.272136786,-0.123772624,-5,-5,-1.099143596,-1.145772784,0.12325274,-0.04676979,-5,-5,0.124537986,-1.570633053,-1.619939891,-5,-0.123772624,-5,-1.504831357,0.120416372,-0.123772624,-2.359788427,-1.732394639,-0.750676051,-1.503782149,0.121114711,0.478138026,-1.786014413,-1.863620978,-1.123772624,-0.750676051,-0.750676051,-5,-3.144083111,-5,-3.123291985,0.229443031,-0.750676051,-0.123772624,0.494901223,-0.750676051,-1.123772624,-0.750676051,-0.750676051,0.343236022,-0.510472627,-1.352452658,-0.750676051,0.204653983,-0.260752823
Leaf23,-5,-5,0.081342846,-5,-5,-5,-5,-1.558209972,-5,-4.862296072,-5,-2.171607337,-5,-1.158944645,-5,-2.200090151,-1.499651982,-0.608887016,-3.689311199,-5,-2.029968536,-5,-5,-0.617132436,-3.749504982,-2.118711948,-5,-2.27993766,-5,-0.277680464,-0.290008452,-1.214439268,-5,-0.161702854,-2.360589163,-0.816923923,-5,0.057406634,-5,-2.633775615,-5,-2.885970888,-5,-0.040392427,-2.581524143,-1.458935909,0.202272727,-4.290969623,0.105780343,-3.097383218,-0.123265803,-1.999567511,0.103596504,-1.783426833,-5,-1.410575352,-2.496258455,-5,-5,NaN,-4.04726252,-0.074102857,-5,0.086553588,-5,-1.669845012,-2.389181855,-1.590177968,-1.748196904,-1.52650233,-1.613374508,-2.775819157,-1.481465295,-0.861352626,-1.827858293,-1.126767179,-0.672421083,-5,-0.191952458,0.154012613,-5,-5,-1.630419256,-5,-5,-4.377894981,-5,-1.371721922,-1.810515686,-5,-2.218179805,-0.658624473,-2.312901659,-5,-1.699267756,-1.528164218,-5,-5,-0.361760549,-5,-2.388064621,-3.555967164,0.106660629,-5,-2.43784673,-2.973495604,-3.76827519,-5,-4.376375295,-0.844025047,-0.051501326,-1.998328253,-5,-5,0.488904042,-5,-1.831029947,-4.395880932,-5,-5,-0.138404686,-0.718911262,-1.324385814,-2.327024538,0.03644532,-5,-5,-0.982884954,-5,-1.282666473,-5,-2.17559679,-0.275264646,-5,-5,-0.372725517,0.470119792,-0.020001418,-5,-5,-5,-1.417308207,-5,-5,-1.036769104,-1.497002367,-1.86131586,-5,-2.46539867,-5,-5,-2.564411175,-5,-5,-1.006055481,-5,-5,-2.24024457,-2.248893344,-5,-5,-4.031525361,-0.946969278,0.093357147,0.115279686,-0.97987392,-1.752609571,-2.251782573,-5,-5,-5,-2.550366441,-4.121695878,-2.827705654,-5,-2.501892591,-2.809085311,0.4867092,-5,-3.297140863,-5,-5,-1.367155886,-1.9907501,-2.563142039,-5,-5,0.745948226
Leaf230,-2.422590826,-4.012491129,0.370463464,0.146531806,-1.496829769,-5,-4.408469897,0.358597634,-1.089170002,-4.432278022,-4.487813072,0.096552354,0.146531806,-3.2514434,-2.404656307,0.6156092,-0.08362876,-5,-4.599340523,-2.53982234,0.07046315,-5,-2.345463477,0.263274873,-4.599153856,-0.099133027,-0.49880812,-0.141661527,0.313153507,-5,0.239708365,-5,-0.360595642,-0.214985284,-5,0.295056147,-5,0.308296968,-5,-1.0349946,-5,-0.523108802,0.193578471,0.360114924,-0.030189479,-1.227816627,-0.051693354,-5,-0.008945665,0.065470597,0.239223086,-0.853468194,-5,-0.309355641,-5,0.285193995,-0.511526908,-3.71503828,-5,0.456577998,NaN,-5,-2.865093591,-5,-5,0.050879637,-0.844464438,-0.340499601,-5,0.062417319,-0.010918941,-1.080100293,-0.073810215,-2.812257235,-2.243920305,-4.496302818,0.242617091,0.146531806,-5,0.080484783,-0.853468194,-5,-0.365131322,-5,-3.875623776,0.016999976,0.047253803,0.062623884,0.057509835,0.146531806,-4.460561334,0.330663129,-0.419874771,0.088644698,-0.046830047,0.060708922,-2.686338477,-5,0.370024116,-5,-0.752868095,-4.32328164,0.113802287,-0.873112398,0.076099416,0.524654154,-1.718822912,-5,-5,0.053928212,0.347502134,-0.702147922,-5,-2.309864598,0.502447143,-5,-5,-5,-0.476442617,-5,0.093909892,-5,-0.247667665,0.223699578,0.052917913,-5,-5,0.059416839,0.420692873,0.393104804,-5,-0.001621222,-5,-5,-5,0.038976387,-5,-0.008066406,-2.825503727,-5,-1.132133914,0.028372443,-5,-5,-0.586150449,0.085971307,-5,-5,-5,-5,-3.959891174,-5,-5,-5,0.177508264,-5,-5,-0.108883289,-2.821316666,-5,-5,-4.403094224,0.118717046,-2.765097962,0.335947798,-5,0.090350033,-0.438672437,-4.639089062,-5,0.35411771,-0.867128766,0.334499041,0.284347932,0.514187485,-0.832150859,0.09351467,0.243134534,-5,-0.853468194,-5,-5,0.172131128,0.067751691,-5,-5,0.225283018,0.071951786
Leaf231,-0.725852812,-4.155265594,0.094626828,2.77329389,-1.043928726,1.705310184,-1.674512952,-5,1.284087915,-2.641338598,0.360356992,-5,0.697713015,-2.502255491,-0.101845851,-1.268236904,-3.371864719,1.023864866,-5,-0.639805272,-3.453792521,-3.046380662,-0.185061513,1.023746358,-2.140527163,-5,-0.816822855,-3.069478637,-0.697548983,0.540243692,1.090832156,-2.35989844,-5,-0.178869215,-1.411683474,-2.098769499,-0.607767099,0.568662205,-2.754849693,-5,-0.353274484,-5,0.127023484,0.487179578,-5,1.612115693,0.226180619,-5,-5,-2.771854814,1.040197363,1.527695022,-1.099494302,-5,-4.522275825,-1.830250876,-5,0.05144926,-3.527293821,1.040197363,-5,NaN,-1.025784696,-1.300969288,-3.466237531,-2.98106001,-2.45070804,-5,-1.401823574,-5,-2.885848845,-5,-3.749272457,0.297417373,0.531940547,-5,-0.656904537,3.365941728,0.519885062,-5,2.282970503,-5,0.038037353,-5,-0.601627752,-3.82353016,-5,0.227236606,3.01745874,-0.984446678,-1.670246704,-2.865611699,1.066863993,-0.885207728,-1.605128694,-3.079186969,-5,-4.066421131,-1.129449273,-4.612337469,-2.344266821,-2.121170047,0.904378211,-5,-5,-5,-2.24961995,1.802476949,-5,1.389846658,0.88819427,-5,-0.361500368,-0.182157128,-0.188600484,-5,-1.548631522,-2.195347314,-5,-5,0.301160814,-0.544419028,0.352451736,-5,0.949244263,-5,-2.6671666,-5,-0.037597111,-5,-0.910485056,-5,-0.814217511,-4.663107776,-1.079883383,-1.577563889,-4.207103948,-0.148510073,-1.303049116,-1.932373625,1.040197363,-0.602146332,-1.919609774,-5,-0.24954885,-5,-2.512675524,-5,-5,-0.508826682,-5,-5,-5,-3.157136415,-5,-5,-5,-1.515646841,2.979241725,-1.396762813,-2.249117702,-0.531012074,-5,-5,-3.821054573,-0.98363382,-5,-2.232030792,-0.628363115,-4.137924402,-4.475579283,-5,0.089206039,-5,0.880851737,-0.997426139,-5,-0.749201987,-2.906828841,-5,-5,-3.404805501,-5,-1.045734931,-0.371886373,-3.210211934,2.979241725,-1.614522521
Leaf233,-2.489747075,-0.95003131,0.556841931,0.689488559,-1.463335374,-5,-5,-5,-0.878787277,-1.515301119,-1.496533602,-5,0.645858266,-0.066473196,-0.633757485,-0.264561025,-5,-5,-2.310750671,-2.118753731,0.668190566,-1.513356414,-1.746109123,-5,-2.197229291,-5,-0.27408021,-5,-0.95003131,-5,0.395515733,-5,0.449357985,-0.002507346,0.024418828,-5,-5,0.51735498,-5,-5,-5,-5,-5,-0.95003131,-5,0.579022531,-0.186847314,-3.019856111,0.361916885,0.245857837,-0.950031309,-0.902286032,-5,-5,0.577963353,0.099167439,-5,-5,-0.265987135,0.523411364,0.409421145,0.408541005,NaN,0.385595548,-0.386332249,0.248492719,-5,-5,-5,-5,-5,-5,0.410474288,-1.287970829,0.142472451,-2.761450189,-5,0.723018997,0.445598078,0.442282019,0.512945837,-5,-5,-5,-5,0.239554296,-5,-5,0.238326611,0.618727294,-0.041368081,-0.95003131,-0.027586385,-5,-5,-5,-0.95003131,-0.386271081,-5,-5,-5,-2.240970623,0.239410745,-2.130822807,0.609734754,0.415141211,0.47608383,-5,0.137112689,-5,0.447320173,-5,-5,-0.95003131,0.692934287,-0.426163103,0.31512105,-2.517945766,-0.95003131,-4.392131577,0.51397918,-5,0.405298284,-1.624745749,-0.950031309,-5,-0.361587055,0.418632839,-0.95003131,-5,-5,-5,-5,-3.001736407,-3.774768035,0.617629084,0.664188381,-0.053282576,-2.315788377,-5,-5,0.008563332,-5,-5,-1.500775632,0.297133344,0.309074762,-5,-5,-5,-5,-5,-5,-5,0.235749553,-5,-5,-5,-5,-5,-5,-5,-5,-0.95003131,0.559135404,0.516928115,-1.103468478,0.281592204,-5,-5,0.523175448,-5,0.52873368,-1.254808284,0.689123248,-5,-5,-5,-0.121944343,0.028862802,-5,-5,0.390480433,-5,-5,-5,-0.95003131,0.348360857
Leaf234,-4.847371051,-3.634654673,-3.823543169,-5,-5,-5,-2.719337959,-1.368368985,-5,-5,-5,-0.649158179,-5,-5,-5,-0.726201848,-4.942642192,-0.080922335,-5,-5,-5,-0.573633777,-5,-0.081520381,-3.14151418,-1.262652495,-3.749610731,-3.602752989,-4.458316431,-0.657706229,-5,-4.408310478,1.407507417,-0.106265452,-1.815844329,-4.186691858,-5,-0.782011942,-5,-4.0982443,-4.80672671,-3.765681461,-5,-5,-2.675349335,-5,0.228384396,-5,-2.60611404,-2.113862694,-4.22168527,-5,-5,-5,-5,-1.539590469,-5,-5,-5,-4.638913072,-5,0.241788057,-5,NaN,-4.199151117,-2.91219433,-4.42705776,-3.323940448,-5,-5,-3.279843634,-3.883293397,-5,-5,-5,-5,-1.051175618,1.951649944,-0.530539441,-5,-4.684357631,-2.313679205,-3.315788299,-3.823316831,-5,-5,-1.827834943,-4.364638968,-4.12961729,-4.752111402,-5,-4.268067435,-3.390311222,-5,-4.202514507,-4.199820711,-3.597576826,-4.927578112,-3.848350132,-5,-5,-5,0.291605184,-4.462647484,-5,-4.70382493,-2.888848111,-5,-4.110890165,-1.398584854,-5,-3.957505457,-5,-5,-5,-3.930811384,-1.372773823,-5,-3.810609317,-5,0.066703531,0.070919519,-1.244733406,-2.027543826,-5,-5,-5,-1.638113945,-3.179745015,-4.691731762,-4.183295229,-0.687337601,-2.461853706,-5,-5,1.365968596,1.485433567,0.142532765,-3.884451982,-2.127311454,-4.011770504,-0.834801297,-2.541072817,-5,-0.894336228,-1.839983692,-5,0.118859799,-1.732442861,-4.504941542,-3.963140492,-5,-4.832424025,-5,-4.72999303,-5,-3.225660394,-2.981204977,-4.336774606,-5,-2.053492206,-0.052359716,-0.42608892,-5,-5,-0.846067725,-5,-3.370379493,-5,-3.562151544,-4.45449944,-5,1.37051043,-5,-4.716426209,-4.690436055,-0.393253238,0.077679514,1.641397628,-5,-4.799497499,-4.600344966,-4.364937305,-2.089088628,-5,-4.608227901,-5,-2.692147747
Leaf24,-0.701528401,-5,0.129272167,-0.701528395,-0.701528401,-1.760966503,-5,-0.222989137,-0.701528401,-0.256792279,-0.222989137,-2.598687379,-0.222989137,-1.719108521,0.313698219,-0.701528404,-2.147417685,-1.474664468,-4.238926795,-5,0.206393904,-0.701528401,-2.395859011,-1.486574359,-4.150870136,0.170601277,0.223732899,0.09548925,-0.701528401,-2.127943183,-1.101684537,-0.092324038,0.079367215,-0.099877453,-2.978412292,-1.315976397,0.162248327,0.034650724,-5,-2.150749757,-0.222989137,-0.402546847,0.246517805,0.109686985,0.206482903,-0.222989137,0.292524864,-3.799079342,0.077620602,0.066576966,0.088080545,-0.701528396,-1.506427183,-0.222989137,-0.701528401,0.045323079,-2.954704714,-0.701528401,-0.522871336,0.130939241,0.208044649,0.159845403,-0.701528401,0.020094984,NaN,0.072441739,-2.765068564,-0.701528401,0.135189421,-1.371919182,-0.222989137,-0.222989137,-2.13383009,-0.222989137,-0.701528401,-0.568172981,-1.275940599,-0.222989136,-1.073333936,-1.264435281,-0.222989137,-0.701528401,-0.701528401,-0.701528401,-0.701528401,0.03014432,0.149308207,-2.267616499,-2.988177796,-0.222989137,-0.701528401,-0.171551456,-0.701528401,-1.594697464,-1.820853708,-1.504484929,-5,-5,-0.54402267,-0.701528401,-2.214610731,-4.093790691,0.1700512,-0.701528401,0.090401313,-3.161266429,-3.697712568,-5,-3.218209807,-5,0.176004254,-0.701528401,-5,-5,0.173289734,0.197285992,0.282853238,-4.432155576,0.099223434,-5,-1.126676181,-0.391769815,-1.868607292,-3.064459095,0.067208874,-5,-5,0.088184706,-0.217370461,-1.105448088,-5,-5,0.287856882,-5,-5,-0.441135353,0.483901433,0.082494404,-5,-5,-0.222989137,-0.004954898,-4.735091244,-5,-0.881718153,-1.995739128,0.178281503,-0.095778253,-0.007644309,-5,0.158757185,-5,-1.663353723,-5,-0.222989137,-5,-1.587304295,0.01321839,-5,-2.452707777,-1.655944118,-0.701528401,-1.593618013,0.009277249,0.203498791,-1.815493117,-0.092718086,-0.222989137,-0.701528401,-0.701528401,0.056431708,-1.537441305,0.029624983,-3.158639268,0.201284249,-0.701528401,0.132447632,-0.452212485,-0.701528401,-0.222989137,-0.701528401,-0.701528401,-1.83675609,-0.701528401,-1.303305008,-0.701528401,0.140010859,-0.211605174
Leaf242,-2.673218176,-5,0.751338384,0.753388629,-3.423923089,-5,-4.18668889,-0.389123981,-1.770411852,-5,-0.369395423,-0.595561708,0.485674272,-1.850061396,-1.293308677,-2.804635844,-1.028032371,-5,-4.079374752,-2.521148167,-2.710457647,-5,-1.630541915,0.311305397,-3.98435863,-1.090112172,-2.424251555,-1.290817181,-2.224027628,-5,0.1646863,-5,-3.724127933,-0.155371795,-2.207674673,-5,0.057215157,0.018443709,-5,-1.689319605,-5,-4.102516092,-5,0.020507628,-1.115007158,0.8148068,0.005183235,-5,-2.757475426,-0.023733827,0.014446039,-2.046192801,0.099790435,-1.108664686,-5,-2.287999685,-1.240468575,-5,-5,0.472909543,-5,0.097639351,-2.035148449,0.028060992,-5,NaN,-1.021230096,-0.481838734,-0.74246416,-0.689693497,-0.276779481,-2.143782191,-0.659508149,-1.034655839,0.131608468,-4.181148382,0.221625094,0.753388629,-5,-0.067913908,-0.246611371,-5,-0.717757807,-5,-5,-5,0.047457311,-0.415801488,-0.842820747,-2.580929773,-3.104039731,0.631340402,-0.017648864,-0.033749997,-1.058793557,-0.671549529,-5,-5,0.307898483,-5,-1.270719979,-3.97819601,0.171363202,-2.785366703,-2.796833142,0.788954597,-2.896371243,-5,-5,0.093765589,0.744335305,-1.294896739,-5,-1.178404401,-2.646683641,-5,0.220184637,-5,-0.238707013,-0.459517209,-0.032836575,-0.083683921,-0.305765319,0.141100762,0.299187414,-5,-2.274021693,-5,0.575476661,-1.221524728,-5,-0.038855026,0.198635499,-5,-5,0.539066951,1.007206683,0.025535462,-4.475332872,-4.651035252,-0.727869746,-2.057580903,-4.41783563,-5,-1.118248272,-1.042786578,-5,-5,-5,-5,-5,-1.912952097,-5,-5,-5,-5,-5,-0.056539382,0.366688625,-5,-5,-2.768415486,-0.022906966,-5,0.366371058,0.189405338,-4.318299227,-0.761619096,-4.67884302,-5,-5,-1.53887003,0.624600908,-5,0.595799944,-0.970181478,-1.742415648,-5,-5,-1.404256142,-5,-5,-0.953944702,-0.016769251,-1.424415207,-5,0.366688625,-3.16537442
Leaf244,-5,-5,0.777525705,1.110339454,-5,0.061653682,-4.986510437,-5,-5,-5,-0.786533157,-5,0.993253266,-1.449168592,-5,0.655434399,-0.214773141,0.235357988,-3.238969888,-5,0.490489671,0.061653682,-5,0.202425687,-3.16103877,1.77E-10,0.73389861,-1.43969539,-5,0.249814638,-5,-5,0.628150223,-0.11792891,-5,0.284187537,0.000918839,0.393124883,-5,-5,-5,-3.971008173,-5,-5,-0.330272822,0.861699121,0.128158786,-1.744759395,-1.323097972,-0.170566156,-3.542434014,0.516103312,-0.000685255,-0.003273696,0.843245861,-2.05487268,-3.489863606,-5,0.141294814,0.72797424,-0.35157822,0.271765517,-5,0.001373978,0.778048224,-0.176825949,NaN,0.08057758,-0.053632832,0.070057064,-0.032123291,-4.68546832,-0.331210096,-0.861736206,0.15098883,-5,0.272119927,1.198411525,0.247627813,0.008784911,1.176928886,0.061653682,0.044059294,0.061653682,-5,-0.479901472,0.082151152,-0.101725075,0.021677349,-0.064605442,-3.307371282,-4.210834894,-0.002932986,-5,0.089692016,-5,-5,0.771544861,0.161223146,-4.385143968,-2.670570108,-3.12274459,0.04648595,-5,0.200327087,-5,-5,-5,-1.705793419,-5,0.738705987,-0.243352918,-5,-0.786533157,-0.819815502,-5,-5,-3.085895884,-4.285364335,-5,0.085634323,-0.004173425,-0.013532066,0.375485445,-5,-5,-5,-7.21E-15,-5,-0.97842531,-5,-5,0.001593168,-5,-5,-5,1.086873429,-0.079902204,-5,-5,0.809126375,-0.05034984,-4.402441696,-5,-0.926267461,0.064934557,-5,-5,-5,-5,-5,-0.837854675,-2.435245064,-5,-0.504278507,-5,0.061653682,-0.84472504,-5,-2.976811598,-5,-3.917699692,-5,-5,0.428212231,0.044516465,-3.272698096,-5,-5,0.061653682,0.740532811,-3.900638779,0.808091344,-2.521373433,-0.525900409,-1.587051684,-0.251591863,0.109134604,0.540192947,-2.125926734,0.061653682,0.061653682,0.114002062,-5,-5,0.061653682,-5,-3.424920226
Leaf245,-5,-5,1.203834456,1.335068473,-5,-0.869859497,-5,-0.647237619,-5,-5,-5,-0.400553603,0.601382006,-1.674271725,-5,0.187321027,-0.400553603,0.376793315,-3.319165223,-5,-0.314692444,-0.293594805,-5,0.378020966,-3.074103748,-1.450354443,0.75678774,-2.485992481,-5,0.379594721,0.324536727,-5,0.923151318,-0.091700425,-1.346477233,0.412376578,-5,-5,-5,-5,-5,-5,-5,-5,-1.996242452,1.146175828,0.050520682,-1.792272026,-1.093734782,-0.099096724,-5,1.289175084,-0.180223606,-0.399336502,1.288032034,-0.161825561,-4.703754274,-5,0.691406896,1.042719196,-0.400553603,-5,-5,0.248446196,0.563873465,-0.400553603,-1.884427894,NaN,-0.408638989,-0.144782131,0.284003211,-5,-0.993731512,-5,-0.400553603,-5,0.350844343,1.249405994,-5,0.200375108,1.186578861,-0.400553603,-1.450354443,-0.400553603,-5,-0.754295173,-1.10819998,-0.120713284,-0.440733898,0.491498705,-2.940111127,0.075042655,-0.200309726,-5,-0.145093167,-0.151388233,-5,0.575260127,0.333648322,-5,-5,-3.215616179,0.310554436,-5,-0.31369325,-5,-2.043706331,-5,-1.764492889,-5,1.131581101,-0.400553603,-5,-5,0.266542073,-5,-5,-2.742167421,-5,-2.534080247,0.200577925,-0.117645165,0.079876337,-0.003165159,-5,-5,-5,0.299103855,-5,-2.527885702,-5,-5,-0.160267666,-2.054166814,-5,1.234255151,1.449680125,-0.202429058,-5,-5,1.342393664,-0.104429131,-5,-5,-1.112212929,-0.089443426,-5,-5,-0.712847254,-3.684754741,-5,-1.077241397,-1.834829037,-5,-0.309722838,-5,0.99921766,-0.521130591,-5,-2.182152927,-5,-5,0.164907456,-5,0.22447156,0.433827206,-5,-5,-5,-5,1.120876215,-2.955931071,1.140430207,-1.37034691,0.548685135,-3.404805856,-3.324998837,-5,0.94792177,-1.798167025,-0.400553603,-0.400553603,0.242624852,-3.642629958,-4.123415197,-0.400553603,-0.46141323,-5
